,zip,city,pop,state,loc
18370,60426,MARKHAM,48332,IL,"['-87.661115', '41.608536']"
18371,60429,HAZEL CREST,14987,IL,"['-87.684885', '41.573803']"
18372,60430,HOMEWOOD,19469,IL,"['-87.661578', '41.555579']"
18373,60431,JOLIET,512,IL,"['-88.08241', '41.527154']"
18374,60432,JOLIET,20199,IL,"['-88.057178', '41.537758']"
18375,60433,JOLIET,18342,IL,"['-88.05687', '41.511873']"
18376,60435,SHOREWOOD,56510,IL,"['-88.128107', '41.541468']"
18377,60436,ROCKDALE,23888,IL,"['-88.135779', '41.508818']"
18378,60437,KINSMAN,687,IL,"['-88.480477', '41.161825']"
18379,60438,LANSING,28810,IL,"['-87.544634', '41.566045']"
18380,60439,ARGONNE,31018,IL,"['-88.023558', '41.695076']"
18381,60440,BOLINGBROOK,23726,IL,"['-88.087315', '41.697605']"
18382,60441,ROMEOVILLE,55268,IL,"['-88.025581', '41.613481']"
18383,60442,MANHATTAN,3657,IL,"['-87.977133', '41.428883']"
18384,60443,MATTESON,13624,IL,"['-87.740648', '41.510183']"
18385,60444,MAZON,3909,IL,"['-88.409561', '41.297189']"
18386,60445,CRESTWOOD,26378,IL,"['-87.732418', '41.634106']"
18387,60447,MINOOKA,6005,IL,"['-88.278596', '41.461516']"
18388,60448,MOKENA,12324,IL,"['-87.891121', '41.53421']"
18389,60449,MONEE,3537,IL,"['-87.77484', '41.419133']"
18390,60450,MORRIS,13423,IL,"['-88.417769', '41.367233']"
18391,60451,NEW LENOX,17470,IL,"['-87.963083', '41.506701']"
18392,60452,OAK FOREST,26772,IL,"['-87.754219', '41.607684']"
18393,60453,OAK LAWN,56039,IL,"['-87.751564', '41.714305']"
18394,60455,BRIDGEVIEW,14065,IL,"['-87.806572', '41.743128']"
18395,60456,HOMETOWN,4769,IL,"['-87.731536', '41.73113']"
18396,60457,HICKORY HILLS,12894,IL,"['-87.828893', '41.726228']"
18397,60458,JUSTICE,12773,IL,"['-87.834587', '41.744709']"
18398,60459,BURBANK,27870,IL,"['-87.769907', '41.744704']"
18399,60460,ODELL,2795,IL,"['-88.515641', '41.023773']"
18400,60461,OLYMPIA FIELDS,4253,IL,"['-87.689952', '41.51564']"
18401,60462,ORLAND PARK,42564,IL,"['-87.84225', '41.619378']"
18402,60463,PALOS HEIGHTS,13509,IL,"['-87.792697', '41.662146']"
18403,60464,PALOS PARK,8967,IL,"['-87.852146', '41.662352']"
18404,60465,PALOS HILLS,18112,IL,"['-87.826276', '41.700389']"
18405,60466,UNIVERSITY PARK,31607,IL,"['-87.682867', '41.474064']"
18406,60468,PEOTONE,4936,IL,"['-87.78968', '41.33609']"
18407,60469,POSEN,4158,IL,"['-87.687213', '41.62766']"
18408,60470,RANSOM,690,IL,"['-88.650214', '41.153048']"
18409,60471,RICHTON PARK,10776,IL,"['-87.723834', '41.481854']"
18410,60472,ROBBINS,7132,IL,"['-87.708909', '41.642289']"
18411,60473,SOUTH HOLLAND,24457,IL,"['-87.593814', '41.597916']"
18412,60475,STEGER,8531,IL,"['-87.638585', '41.468608']"
18413,60476,THORNTON,2678,IL,"['-87.607823', '41.572726']"
18414,60477,TINLEY PARK,45371,IL,"['-87.804963', '41.582535']"
18415,60478,COUNTRY CLUB HIL,16225,IL,"['-87.718452', '41.559773']"
18416,60479,VERONA,769,IL,"['-88.51701', '41.250094']"
18417,60480,WILLOW SPRINGS,4469,IL,"['-87.878588', '41.736416']"
18418,60481,CUSTER PARK,11034,IL,"['-88.130083', '41.298063']"
18419,60482,WORTH,13081,IL,"['-87.786272', '41.689498']"
18420,60501,ARGO,10525,IL,"['-87.807468', '41.784245']"
18421,60504,AURORA,15334,IL,"['-88.245281', '41.752269']"
18422,60505,AURORA,51422,IL,"['-88.297139', '41.758209']"
18423,60506,AURORA,42636,IL,"['-88.344582', '41.766414']"
18424,60510,BATAVIA,19299,IL,"['-88.309756', '41.848165']"
18425,60511,BIG ROCK,1976,IL,"['-88.537617', '41.759308']"
18426,60512,BRISTOL,595,IL,"['-88.401354', '41.707446']"
18427,60513,BROOKFIELD,18859,IL,"['-87.849246', '41.82167']"
18428,60514,CLARENDON HILLS,17321,IL,"['-87.955322', '41.779729']"
18429,60515,DOWNERS GROVE,26971,IL,"['-88.013753', '41.803428']"
18430,60516,DOWNERS GROVE,35756,IL,"['-88.015873', '41.760157']"
18431,60517,WOODRIDGE,23761,IL,"['-88.04885', '41.751755']"
18432,60518,EARLVILLE,2305,IL,"['-88.910346', '41.585901']"
18433,60520,HINCKLEY,2387,IL,"['-88.644831', '41.769108']"
18434,60521,OAK BROOK,44245,IL,"['-87.940089', '41.7891']"
18435,60525,HODGKINS,45424,IL,"['-87.875252', '41.801345']"
18436,60530,LEE,825,IL,"['-88.971386', '41.786418']"
18437,60531,LELAND,1601,IL,"['-88.771574', '41.606591']"
18438,60532,LISLE,24914,IL,"['-88.0879', '41.786174']"
18439,60534,LYONS,9828,IL,"['-87.823559', '41.813016']"
18440,60538,MONTGOMERY,14146,IL,"['-88.331965', '41.717742']"
18441,60539,MOOSEHEART,371,IL,"['-88.331532', '41.824148']"
18442,60540,NAPERVILLE,35414,IL,"['-88.141038', '41.766198']"
18443,60541,NEWARK,3016,IL,"['-88.527006', '41.526679']"
18444,60542,NORTH AURORA,6618,IL,"['-88.327424', '41.808932']"
18445,60543,OSWEGO,9649,IL,"['-88.345305', '41.684893']"
18446,60544,PLAINFIELD,10416,IL,"['-88.199391', '41.600884']"
18447,60545,PLANO,7506,IL,"['-88.53838', '41.666987']"
18448,60546,NORTH RIVERSIDE,14899,IL,"['-87.821356', '41.837367']"
18449,60548,SANDWICH,10125,IL,"['-88.639303', '41.635286']"
18450,60549,SERENA,830,IL,"['-88.75089', '41.499481']"
18451,60550,SHABBONA,1180,IL,"['-88.875249', '41.763846']"
18452,60551,SHERIDAN,3345,IL,"['-88.670634', '41.516428']"
18453,60552,SOMONAUK,1475,IL,"['-88.681645', '41.638289']"
18454,60553,STEWARD,661,IL,"['-89.015086', '41.847545']"
18455,60554,SUGAR GROVE,4255,IL,"['-88.439721', '41.774113']"
18456,60555,WARRENVILLE,12421,IL,"['-88.19213', '41.828046']"
18457,60556,WATERMAN,1914,IL,"['-88.775381', '41.750365']"
18458,60558,WESTERN SPRINGS,11862,IL,"['-87.899485', '41.804864']"
18459,60559,WESTMONT,41903,IL,"['-87.975736', '41.772848']"
18460,60560,YORKVILLE,8161,IL,"['-88.443794', '41.638725']"
18461,60563,NAPERVILLE,26348,IL,"['-88.16901', '41.78955']"
18462,60564,NAPERVILLE,8549,IL,"['-88.195248', '41.704022']"
18463,60565,NAPERVILLE,32693,IL,"['-88.128245', '41.732833']"
18464,60601,CHICAGO,4585,IL,"['-87.618123', '41.885847']"
18465,60602,CHICAGO,59,IL,"['-87.632125', '41.882883']"
18466,60603,CHICAGO,0,IL,"['-87.628499', '41.87985']"
18467,60604,CHICAGO,3,IL,"['-87.632999', '41.87845']"
18468,60605,CHICAGO,7709,IL,"['-87.627715', '41.87125']"
18469,60606,CHICAGO,58,IL,"['-87.638648', '41.886822']"
18470,60607,CHICAGO,13745,IL,"['-87.657845', '41.872075']"
18471,60608,CHICAGO,84518,IL,"['-87.669444', '41.851482']"
18472,60609,CHICAGO,89762,IL,"['-87.653279', '41.809721']"
18473,60610,CHICAGO,40840,IL,"['-87.633565', '41.903294']"
18474,60611,CHICAGO,22264,IL,"['-87.622285', '41.897105']"
18475,60612,CHICAGO,44363,IL,"['-87.687333', '41.880483']"
18476,60613,CHICAGO,48963,IL,"['-87.657491', '41.954341']"
18477,60614,CHICAGO,61350,IL,"['-87.648295', '41.92286']"
18478,60615,CHICAGO,44137,IL,"['-87.600623', '41.802211']"
18479,60616,CHICAGO,45750,IL,"['-87.630552', '41.84258']"
18480,60617,CHICAGO,98612,IL,"['-87.556012', '41.725743']"
18481,60618,CHICAGO,88377,IL,"['-87.704214', '41.946401']"
18482,60619,CHICAGO,74469,IL,"['-87.60539', '41.745765']"
18483,60620,CHICAGO,92005,IL,"['-87.654251', '41.741119']"
18484,60621,CHICAGO,56458,IL,"['-87.642136', '41.774993']"
18485,60622,CHICAGO,74468,IL,"['-87.67785', '41.901923']"
18486,60623,CHICAGO,112047,IL,"['-87.7157', '41.849015']"
18487,60624,CHICAGO,50030,IL,"['-87.722349', '41.880394']"
18488,60625,CHICAGO,83401,IL,"['-87.704157', '41.970325']"
18489,60626,CHICAGO,57320,IL,"['-87.668887', '42.009475']"
18490,60627,RIVERDALE,24996,IL,"['-87.618213', '41.645918']"
18491,60628,CHICAGO,94317,IL,"['-87.624277', '41.693443']"
18492,60629,CHICAGO,91814,IL,"['-87.706936', '41.778149']"
18493,60630,CHICAGO,48371,IL,"['-87.760273', '41.969862']"
18494,60631,CHICAGO,25175,IL,"['-87.808215', '41.995145']"
18495,60632,CHICAGO,62368,IL,"['-87.70518', '41.809274']"
18496,60633,BURNHAM,12367,IL,"['-87.549489', '41.649791']"
18497,60634,NORRIDGE,69160,IL,"['-87.796054', '41.945213']"
18498,60635,ELMWOOD PARK,38056,IL,"['-87.808593', '41.922907']"
18499,60636,CHICAGO,58048,IL,"['-87.667368', '41.775989']"
18500,60637,CHICAGO,59637,IL,"['-87.605097', '41.781312']"
18501,60638,BEDFORD PARK,53145,IL,"['-87.771927', '41.789703']"
18502,60639,CHICAGO,74209,IL,"['-87.753502', '41.920162']"
18503,60640,CHICAGO,76829,IL,"['-87.662405', '41.971928']"
18504,60641,CHICAGO,59870,IL,"['-87.747376', '41.945333']"
18505,60642,EVERGREEN PARK,24016,IL,"['-87.701721', '41.718765']"
18506,60643,CALUMET PARK,63953,IL,"['-87.659445', '41.693243']"
18507,60644,CHICAGO,57376,IL,"['-87.758163', '41.882913']"
18508,60645,LINCOLNWOOD,43829,IL,"['-87.6962', '42.007718']"
18509,60646,LINCOLNWOOD,32075,IL,"['-87.759172', '41.996414']"
18510,60647,CHICAGO,95971,IL,"['-87.704322', '41.920903']"
18511,60648,CHICAGO,30924,IL,"['-87.81636', '42.031101']"
18512,60649,CHICAGO,54795,IL,"['-87.570252', '41.761968']"
18513,60650,CICERO,67670,IL,"['-87.76008', '41.84776']"
18514,60651,CHICAGO,78082,IL,"['-87.739307', '41.902509']"
18515,60652,CHICAGO,36337,IL,"['-87.713516', '41.745393']"
18516,60653,CHICAGO,40091,IL,"['-87.612605', '41.819645']"
18517,60654,CHICAGO,0,IL,"['-87.635292', '41.888533']"
18518,60655,MERRIONETTE PARK,29847,IL,"['-87.702188', '41.693033']"
18519,60656,HARWOOD HEIGHTS,43597,IL,"['-87.819981', '41.971844']"
18520,60657,CHICAGO,65533,IL,"['-87.652805', '41.93992']"
18521,60658,ALSIP,16461,IL,"['-87.729967', '41.671505']"
18522,60659,LINCOLNWOOD,35461,IL,"['-87.700823', '41.991687']"
18523,60660,CHICAGO,45106,IL,"['-87.662856', '41.990879']"
18524,60661,CHICAGO,2031,IL,"['-87.642969', '41.881351']"
18525,60666,AMF OHARE,262,IL,"['-87.906803', '41.9821']"
18526,60901,KANKAKEE,35952,IL,"['-87.869607', '41.116582']"
18527,60910,AROMA PARK,3151,IL,"['-87.771887', '41.094653']"
18528,60911,ASHKUM,1484,IL,"['-87.941148', '40.884431']"
18529,60912,BEAVERVILLE,672,IL,"['-87.621715', '40.967164']"
18530,60913,BONFIELD,1189,IL,"['-88.061854', '41.15731']"
18531,60914,BOURBONNAIS,18311,IL,"['-87.879023', '41.166119']"
18532,60915,BRADLEY,10071,IL,"['-87.860115', '41.145376']"
18533,60917,BUCKINGHAM,557,IL,"['-88.177156', '41.043316']"
18534,60918,BUCKLEY,875,IL,"['-88.036092', '40.601827']"
18535,60919,CABERY,510,IL,"['-88.192085', '40.981895']"
18536,60921,CHATSWORTH,1703,IL,"['-88.293662', '40.748441']"
18537,60922,CHEBANSE,3580,IL,"['-87.895917', '41.02541']"
18538,60924,CISSNA PARK,2282,IL,"['-87.87588', '40.585814']"
18539,60927,CLIFTON,2033,IL,"['-87.920237', '40.939444']"
18540,60928,CRESCENT CITY,1271,IL,"['-87.83703', '40.7682']"
18541,60929,CULLOM,782,IL,"['-88.276476', '40.878066']"
18542,60930,DANFORTH,959,IL,"['-87.986824', '40.82443']"
18543,60931,DONOVAN,613,IL,"['-87.604635', '40.889074']"
18544,60934,EMINGTON,330,IL,"['-88.321135', '40.978317']"
18545,60935,ESSEX,994,IL,"['-88.184528', '41.167644']"
18546,60936,GIBSON CITY,4608,IL,"['-88.360873', '40.465932']"
18547,60938,GILMAN,2125,IL,"['-87.993336', '40.767987']"
18548,60940,GRANT PARK,3009,IL,"['-87.647992', '41.247677']"
18549,60941,HERSCHER,2138,IL,"['-88.085801', '41.046441']"
18550,60942,HOOPESTON,6600,IL,"['-87.666229', '40.463873']"
18551,60946,KEMPTON,462,IL,"['-88.209013', '40.912604']"
18552,60948,LODA,1474,IL,"['-88.092675', '40.524097']"
18553,60949,LUDLOW,832,IL,"['-88.137965', '40.374736']"
18554,60950,MANTENO,5673,IL,"['-87.846761', '41.251439']"
18555,60951,MARTINTON,1004,IL,"['-87.744257', '40.905233']"
18556,60952,MELVIN,654,IL,"['-88.255078', '40.571379']"
18557,60953,MILFORD,2367,IL,"['-87.685332', '40.629253']"
18558,60954,MOMENCE,6804,IL,"['-87.657515', '41.159308']"
18559,60955,ONARGA,1678,IL,"['-87.995841', '40.712005']"
18560,60957,PAXTON,5226,IL,"['-88.098989', '40.456546']"
18561,60959,PIPER CITY,1187,IL,"['-88.187347', '40.755615']"
18562,60960,RANKIN,1697,IL,"['-87.888355', '40.455911']"
18563,60961,REDDICK,480,IL,"['-88.208928', '41.10053']"
18564,60962,ROBERTS,617,IL,"['-88.180414', '40.619333']"
18565,60963,ROSSVILLE,2082,IL,"['-87.669181', '40.362548']"
18566,60964,SAINT ANNE,6081,IL,"['-87.656363', '41.048725']"
18567,60966,SHELDON,1966,IL,"['-87.57364', '40.780288']"
18568,60968,THAWVILLE,374,IL,"['-88.09993', '40.684011']"
18569,60970,WATSEKA,7072,IL,"['-87.730932', '40.773351']"
18570,60973,WELLINGTON,782,IL,"['-87.65607', '40.53394']"
18571,61001,APPLE RIVER,1010,IL,"['-90.120145', '42.471432']"
18572,61006,ASHTON,1911,IL,"['-89.2086', '41.864327']"
18573,61007,BAILEYVILLE,430,IL,"['-89.593937', '42.190465']"
18574,61008,BELVIDERE,22199,IL,"['-88.850943', '42.259465']"
18575,61010,BYRON,4894,IL,"['-89.265887', '42.129236']"
18576,61011,CALEDONIA,2086,IL,"['-88.918456', '42.38346']"
18577,61012,CAPRON,1893,IL,"['-88.746518', '42.408659']"
18578,61014,CHADWICK,1252,IL,"['-89.896278', '41.996205']"
18579,61015,CHANA,1167,IL,"['-89.211693', '41.993343']"
18580,61016,CHERRY VALLEY,3768,IL,"['-88.961923', '42.220562']"
18581,61018,DAKOTA,1134,IL,"['-89.546782', '42.403078']"
18582,61019,DAVIS,2337,IL,"['-89.406721', '42.442157']"
18583,61020,DAVIS JUNCTION,1263,IL,"['-89.083838', '42.09792']"
18584,61021,DIXON,22293,IL,"['-89.489303', '41.847797']"
18585,61024,DURAND,2633,IL,"['-89.309378', '42.433653']"
18586,61025,EAST DUBUQUE,4999,IL,"['-90.604597', '42.487488']"
18587,61028,ELIZABETH,1951,IL,"['-90.19862', '42.308942']"
18588,61030,FORRESTON,2261,IL,"['-89.583124', '42.122924']"
18589,61031,FRANKLIN GROVE,2070,IL,"['-89.317112', '41.857968']"
18590,61032,FREEPORT,33259,IL,"['-89.634521', '42.299148']"
18591,61036,GALENA,5479,IL,"['-90.419509', '42.418233']"
18592,61038,GARDEN PRAIRIE,1584,IL,"['-88.74367', '42.250983']"
18593,61039,GERMAN VALLEY,1003,IL,"['-89.471151', '42.21761']"
18594,61041,HANOVER,1559,IL,"['-90.289707', '42.259405']"
18595,61042,HARMON,793,IL,"['-89.569513', '41.697296']"
18596,61044,KENT,425,IL,"['-89.919489', '42.315528']"
18597,61045,KINGS,377,IL,"['-89.099685', '42.013987']"
18598,61046,LANARK,1843,IL,"['-89.824732', '42.093534']"
18599,61047,EGAN,1804,IL,"['-89.401024', '42.140975']"
18600,61048,LENA,4251,IL,"['-89.825251', '42.379054']"
18601,61049,LINDENWOOD,351,IL,"['-89.033979', '42.050741']"
18602,61050,MC CONNELL,357,IL,"['-89.741545', '42.439511']"
18603,61051,MILLEDGEVILLE,1526,IL,"['-89.780121', '41.96737']"
18604,61052,MONROE CENTER,1327,IL,"['-89.016946', '42.10501']"
18605,61053,MOUNT CARROLL,3529,IL,"['-89.984454', '42.105308']"
18606,61054,MOUNT MORRIS,4169,IL,"['-89.434614', '42.047903']"
18607,61060,ORANGEVILLE,1318,IL,"['-89.644757', '42.472779']"
18608,61061,OREGON,6482,IL,"['-89.344364', '42.009512']"
18609,61062,PEARL CITY,1987,IL,"['-89.839329', '42.260972']"
18610,61063,PECATONICA,3554,IL,"['-89.347225', '42.305111']"
18611,61064,POLO,4524,IL,"['-89.598358', '41.98895']"
18612,61065,POPLAR GROVE,2593,IL,"['-88.842774', '42.359365']"
18613,61067,RIDOTT,750,IL,"['-89.462664', '42.299607']"
18614,61068,ROCHELLE,12890,IL,"['-89.071035', '41.928156']"
18615,61070,ROCK CITY,1420,IL,"['-89.475901', '42.410345']"
18616,61071,ROCK FALLS,14548,IL,"['-89.692473', '41.766525']"
18617,61072,ROCKTON,6514,IL,"['-89.088744', '42.454371']"
18618,61073,ROSCOE,10391,IL,"['-88.99433', '42.421659']"
18619,61074,SAVANNA,4943,IL,"['-90.140061', '42.095581']"
18620,61075,SCALES MOUND,909,IL,"['-90.258033', '42.471548']"
18621,61078,SHANNON,1753,IL,"['-89.748075', '42.161049']"
18622,61080,SOUTH BELOIT,6833,IL,"['-89.029791', '42.483672']"
18623,61081,STERLING,22261,IL,"['-89.70539', '41.805511']"
18624,61084,STILLMAN VALLEY,2772,IL,"['-89.189762', '42.11835']"
18625,61085,STOCKTON,3489,IL,"['-90.020185', '42.349224']"
18626,61087,WARREN,1967,IL,"['-89.985992', '42.489001']"
18627,61088,WINNEBAGO,4059,IL,"['-89.237316', '42.272723']"
18628,61089,WINSLOW,887,IL,"['-89.806028', '42.48383']"
18629,61101,ROCKFORD,23908,IL,"['-89.116118', '42.292233']"
18630,61102,ROCKFORD,19427,IL,"['-89.124695', '42.254669']"
18631,61103,ROCKFORD,24143,IL,"['-89.083326', '42.300986']"
18632,61104,ROCKFORD,19912,IL,"['-89.076779', '42.255355']"
18633,61107,ROCKFORD,28879,IL,"['-89.036107', '42.278629']"
18634,61108,ROCKFORD,25501,IL,"['-89.023519', '42.251406']"
18635,61109,ROCKFORD,25246,IL,"['-89.05118', '42.216581']"
18636,61111,LOVES PARK,47733,IL,"['-89.033521', '42.32952']"
18637,61112,ROCKFORD,15,IL,"['-88.970429', '42.245639']"
18638,61201,ROCK ISLAND,37799,IL,"['-90.564796', '41.491317']"
18639,61230,ALBANY,1287,IL,"['-90.208051', '41.765874']"
18640,61231,ALEDO,5189,IL,"['-90.741629', '41.20078']"
18641,61232,ANDALUSIA,1899,IL,"['-90.728385', '41.435324']"
18642,61234,ANNAWAN,1432,IL,"['-89.912949', '41.398022']"
18643,61235,ATKINSON,1619,IL,"['-90.022482', '41.41619']"
18644,61238,CAMBRIDGE,3265,IL,"['-90.18048', '41.311379']"
18645,61240,COAL VALLEY,5435,IL,"['-90.465179', '41.435143']"
18646,61241,GREEN ROCK,7809,IL,"['-90.349231', '41.475224']"
18647,61242,CORDOVA,954,IL,"['-90.307121', '41.69278']"
18648,61243,DEER GROVE,393,IL,"['-89.6972', '41.631599']"
18649,61244,EAST MOLINE,24023,IL,"['-90.432118', '41.511804']"
18650,61250,ERIE,2428,IL,"['-90.084264', '41.655958']"
18651,61251,FENTON,289,IL,"['-90.045685', '41.728495']"
18652,61252,FULTON,5743,IL,"['-90.150653', '41.8522']"
18653,61254,GENESEO,10023,IL,"['-90.171127', '41.46881']"
18654,61256,HAMPTON,538,IL,"['-90.323037', '41.541805']"
18655,61257,HILLSDALE,1807,IL,"['-90.226255', '41.592896']"
18656,61259,ILLINOIS CITY,1553,IL,"['-90.892507', '41.389236']"
18657,61260,JOY,1185,IL,"['-90.851757', '41.226198']"
18658,61261,LYNDON,936,IL,"['-89.916865', '41.719933']"
18659,61262,LYNN CENTER,1694,IL,"['-90.330444', '41.288761']"
18660,61263,MATHERVILLE,1409,IL,"['-90.602343', '41.269075']"
18661,61264,MILAN,14565,IL,"['-90.573935', '41.426197']"
18662,61265,MOLINE,45240,IL,"['-90.497968', '41.490609']"
18663,61270,MORRISON,7580,IL,"['-89.968995', '41.816664']"
18664,61272,NEW BOSTON,1663,IL,"['-90.98786', '41.215259']"
18665,61273,ORION,3121,IL,"['-90.384929', '41.363367']"
18666,61274,OSCO,538,IL,"['-90.268093', '41.363674']"
18667,61275,PORT BYRON,3441,IL,"['-90.326291', '41.601346']"
18668,61277,PROPHETSTOWN,3736,IL,"['-89.946665', '41.631223']"
18669,61279,REYNOLDS,944,IL,"['-90.638367', '41.327675']"
18670,61281,SHERRARD,2192,IL,"['-90.493863', '41.302669']"
18671,61282,SILVIS,9832,IL,"['-90.412609', '41.500677']"
18672,61283,TAMPICO,1753,IL,"['-89.794793', '41.652158']"
18673,61284,TAYLOR RIDGE,1090,IL,"['-90.734047', '41.382755']"
18674,61285,THOMSON,1868,IL,"['-90.084443', '41.981626']"
18675,61301,LA SALLE,10188,IL,"['-89.095468', '41.344221']"
18676,61310,AMBOY,3994,IL,"['-89.34716', '41.704181']"
18677,61311,ANCONA,38,IL,"['-88.766039', '41.055118']"
18678,61312,ARLINGTON,1044,IL,"['-89.221949', '41.443669']"
18679,61313,BLACKSTONE,258,IL,"['-88.649782', '41.071945']"
18680,61314,BUDA,931,IL,"['-89.679476', '41.313973']"
18681,61318,COMPTON,551,IL,"['-89.087708', '41.684976']"
18682,61319,MANVILLE,968,IL,"['-88.742694', '40.985827']"
18683,61320,DALZELL,2255,IL,"['-89.203269', '41.373077']"
18684,61321,DANA,257,IL,"['-88.962793', '40.954675']"
18685,61325,GRAND RIDGE,1179,IL,"['-88.816836', '41.238621']"
18686,61326,GRANVILLE,2784,IL,"['-89.225029', '41.264212']"
18687,61327,HENNEPIN,1111,IL,"['-89.321791', '41.235154']"
18688,61330,LA MOILLE,1315,IL,"['-89.297024', '41.537557']"
18689,61332,LEONORE,437,IL,"['-88.996936', '41.166368']"
18690,61333,LONG POINT,541,IL,"['-88.881106', '40.989553']"
18691,61334,LOSTANT,747,IL,"['-89.075031', '41.145007']"
18692,61335,MC NABB,747,IL,"['-89.218664', '41.173026']"
18693,61336,MAGNOLIA,519,IL,"['-89.22701', '41.116374']"
18694,61337,MALDEN,1109,IL,"['-89.36761', '41.437743']"
18695,61341,MARSEILLES,7360,IL,"['-88.694678', '41.330201']"
18696,61342,MENDOTA,9660,IL,"['-89.10828', '41.544308']"
18697,61344,MINERAL,648,IL,"['-89.820087', '41.403556']"
18698,61345,NEPONSET,819,IL,"['-89.794382', '41.290457']"
18699,61346,NEW BEDFORD,641,IL,"['-89.778558', '41.540883']"
18700,61348,OGLESBY,5323,IL,"['-89.055341', '41.292768']"
18701,61349,OHIO,1031,IL,"['-89.457411', '41.537149']"
18702,61350,OTTAWA,23727,IL,"['-88.841589', '41.352619']"
18703,61353,PAW PAW,1539,IL,"['-88.967377', '41.685228']"
18704,61354,PERU,10050,IL,"['-89.126478', '41.333021']"
18705,61356,PRINCETON,12333,IL,"['-89.427017', '41.362934']"
18706,61358,RUTLAND,629,IL,"['-89.038829', '40.984407']"
18707,61360,SENECA,2246,IL,"['-88.610013', '41.315248']"
18708,61361,SHEFFIELD,1964,IL,"['-89.711502', '41.394876']"
18709,61362,SPRING VALLEY,5541,IL,"['-89.20417', '41.327923']"
18710,61364,STREATOR,22239,IL,"['-88.830672', '41.12249']"
18711,61367,SUBLETTE,899,IL,"['-89.235409', '41.633144']"
18712,61368,TISKILWA,1587,IL,"['-89.507968', '41.289055']"
18713,61369,TOLUCA,1755,IL,"['-89.13481', '41.004553']"
18714,61370,TONICA,1409,IL,"['-89.088993', '41.232741']"
18715,61373,UTICA,1926,IL,"['-89.000795', '41.363033']"
18716,61375,VARNA,1527,IL,"['-89.248331', '41.032723']"
18717,61376,NORMANDY,2050,IL,"['-89.592237', '41.553035']"
18718,61377,WENONA,1410,IL,"['-89.041637', '41.054846']"
18719,61378,WEST BROOKLYN,946,IL,"['-89.190917', '41.729156']"
18720,61379,WYANET,1799,IL,"['-89.574423', '41.378452']"
18721,61401,GALESBURG,36161,IL,"['-90.369807', '40.952138']"
18722,61410,ABINGDON,4241,IL,"['-90.400898', '40.802312']"
18723,61411,ADAIR,731,IL,"['-90.503742', '40.385197']"
18724,61412,ALEXIS,1866,IL,"['-90.543576', '41.052146']"
18725,61413,ALPHA,1152,IL,"['-90.382081', '41.193029']"
18726,61414,ALTONA,813,IL,"['-90.159826', '41.112828']"
18727,61415,AVON,2125,IL,"['-90.446053', '40.654947']"
18728,61416,BARDOLPH,365,IL,"['-90.502495', '40.498078']"
18729,61417,BERWICK,461,IL,"['-90.505913', '40.779911']"
18730,61418,BIGGSVILLE,627,IL,"['-90.856057', '40.853122']"
18731,61420,BLANDINSVILLE,1272,IL,"['-90.859521', '40.551585']"
18732,61421,BRADFORD,2071,IL,"['-89.652077', '41.15323']"
18733,61422,BUSHNELL,3511,IL,"['-90.506027', '40.553916']"
18734,61423,CAMERON,969,IL,"['-90.50013', '40.888963']"
18735,61425,CARMAN,398,IL,"['-91.056396', '40.755054']"
18736,61427,CUBA,2169,IL,"['-90.181055', '40.4995']"
18737,61428,DAHINDA,710,IL,"['-90.139808', '40.95508']"
18738,61431,ELLISVILLE,565,IL,"['-90.287469', '40.604652']"
18739,61432,FAIRVIEW,702,IL,"['-90.165265', '40.64418']"
18740,61433,FIATT,495,IL,"['-90.162186', '40.571779']"
18741,61434,GALVA,3725,IL,"['-90.048093', '41.165627']"
18742,61435,GERLAW,520,IL,"['-90.622765', '40.999519']"
18743,61436,GILSON,696,IL,"['-90.174663', '40.876525']"
18744,61437,GLADSTONE,1166,IL,"['-90.994078', '40.837682']"
18745,61438,GOOD HOPE,499,IL,"['-90.632432', '40.574891']"
18746,61440,INDUSTRY,885,IL,"['-90.610524', '40.3256']"
18747,61441,IPAVA,1152,IL,"['-90.296744', '40.359375']"
18748,61442,KEITHSBURG,1024,IL,"['-90.926337', '41.104333']"
18749,61443,KEWANEE,14861,IL,"['-89.92739', '41.241116']"
18750,61447,KIRKWOOD,1171,IL,"['-90.745659', '40.863849']"
18751,61448,KNOXVILLE,5958,IL,"['-90.287116', '40.910672']"
18752,61449,LA FAYETTE,454,IL,"['-89.957466', '41.109535']"
18753,61450,LA HARPE,1686,IL,"['-90.968746', '40.584586']"
18754,61451,LAURA,500,IL,"['-89.934908', '40.933468']"
18755,61452,LITTLETON,386,IL,"['-90.619008', '40.233929']"
18756,61453,LITTLE YORK,679,IL,"['-90.736434', '41.01529']"
18757,61454,LOMAX,1036,IL,"['-91.039096', '40.676143']"
18758,61455,MACOMB,23503,IL,"['-90.678674', '40.461674']"
18759,61458,MAQUON,1226,IL,"['-90.200841', '40.784863']"
18760,61459,MARIETTA,421,IL,"['-90.38846', '40.497775']"
18761,61460,MEDIA,484,IL,"['-90.85696', '40.761775']"
18762,61462,MONMOUTH,11245,IL,"['-90.644828', '40.910702']"
18763,61465,NEW WINDSOR,1171,IL,"['-90.459842', '41.198734']"
18764,61466,NORTH HENDERSON,390,IL,"['-90.473571', '41.100607']"
18765,61467,ONEIDA,1122,IL,"['-90.239093', '41.083236']"
